Id,ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance,SumHours
7086361926,5/3/2016,761,152,36,57,0,3.160000086,0.8500000238,2.74000001,16
7086361926,5/8/2016,695,147,27,32,0,3.25,1.529999971,2.309999943,15
7086361926,4/19/2016,671,124,69,67,0,2.50999999,1.230000019,3.529999971,15
7086361926,4/25/2016,706,129,39,69,0,2.369999886,0.6999999881,3.75,15
7086361926,4/30/2016,584,308,17,42,0,5.239999771,1.039999962,3.119999886,15
7086361926,4/13/2016,744,155,26,31,0,2.839999914,0.2099999934,0.5600000024,15
7086361926,5/7/2016,621,209,42,20,0,4.679999828,2.329999924,1.460000038,14
7086361926,4/24/2016,566,125,0,0,0,2.150000095,0,0,11
7086361926,5/12/2016,343,58,4,5,0,1.889999986,0.2700000107,0.3799999952,6
8053475328,4/23/2016,741,223,14,125,0,4.019999981,0.6299999952,12.53999996,18
8053475328,5/12/2016,839,39,4,28,0,0.7599999905,0.200000003,2.950000048,15
8053475328,4/20/2016,695,158,5,89,0,2.380000114,0.2300000042,9.579999924,15
8378563200,5/3/2016,822,195,20,71,0,4.5,1.059999943,1.340000033,18
8378563200,4/18/2016,720,174,10,117,0,5.199999809,0.5600000024,5.050000191,17
8378563200,4/20/2016,763,169,8,82,0,4.78000021,0.4399999976,2.230000019,17
8378563200,5/9/2016,772,171,13,71,0,4.71999979,0.6600000262,1.269999981,17
8378563200,5/11/2016,763,184,10,72,0,5.269999981,0.5899999738,1.389999986,17
8378563200,4/19/2016,737,154,19,120,0,4.179999828,0.8799999952,5.300000191,17
8378563200,5/5/2016,764,214,3,66,0,5.739999771,0.1599999964,0.8899999857,17
8378563200,4/22/2016,769,159,12,113,0,4.179999828,0.5899999738,4.909999847,17
8378563200,5/10/2016,840,152,13,63,0,3.920000076,0.6399999857,0.6600000262,17
8378563200,5/6/2016,831,166,5,74,0,3.779999971,0.25,1.549999952,17
8378563200,4/25/2016,692,141,16,117,0,3.920000076,0.8700000048,5.050000191,16
8378563200,4/21/2016,677,145,16,137,0,4.289999962,0.8199999928,6.900000095,16
8378563200,4/13/2016,680,169,14,116,0,4.210000038,0.6499999762,4.960000038,16
8378563200,4/15/2016,729,190,23,60,0,5.409999847,1.149999976,4.909999847,16
8378563200,5/7/2016,851,158,0,0,0,3.539999962,0,0,16
8378563200,5/2/2016,802,142,4,63,0,4.010000229,0.1700000018,0.6299999952,16
8378563200,4/14/2016,699,174,21,123,0,3.910000086,1.029999971,5.619999886,16
8378563200,4/30/2016,780,121,0,0,0,2.339999914,0,0,15
8378563200,4/23/2016,740,136,10,19,0,2.480000019,0.5199999809,1.519999981,15
8378563200,4/29/2016,767,172,7,3,0,4.269999981,0.3600000143,0.25,15
8378563200,4/12/2016,723,156,15,65,0,4.5,0.7099999785,0.8299999833,15
8378563200,4/26/2016,593,161,18,90,0,4.420000076,0.9200000167,7.510000229,14
8378563200,4/24/2016,734,135,0,0,0,2.940000057,0,0,14
8378563200,4/28/2016,711,139,10,11,0,2.910000086,0.4900000095,0.8999999762,14
8378563200,4/27/2016,676,192,4,4,0,5.329999924,0.1800000072,0.3300000131,14
8378563200,5/4/2016,680,167,10,19,0,4.199999809,0.4900000095,1.559999943,14
8378563200,5/1/2016,669,127,10,71,0,2.470000029,0.5600000024,6.03000021,14
8378563200,4/16/2016,563,142,21,64,0,2.440000057,1.070000052,5.369999886,13
8378563200,5/8/2016,621,139,0,0,0,2.329999924,0,0,12
8378563200,4/17/2016,599,93,0,0,0,1.690000057,0,0,11
8378563200,5/12/2016,433,102,6,8,0,2.690000057,0.2700000107,0.6499999762,9
8792009665,4/30/2016,749,301,20,10,0,3.910000086,0.3600000143,0.3300000131,18
8792009665,4/23/2016,795,232,45,8,0,2.75,0.4399999976,0.1599999964,18
8792009665,4/28/2016,714,310,0,0,0,3.940000057,0,0,17
8792009665,4/22/2016,817,195,20,1,0,2.269999981,0.2800000012,0.05000000075,17
8792009665,4/29/2016,634,380,14,6,0,4.929999828,0.2800000012,0.1400000006,17
8792009665,4/15/2016,937,126,0,0,0,1.590000033,0,0,17
8792009665,5/4/2016,848,129,0,0,0,1.460000038,0,0,16
8792009665,4/27/2016,900,112,0,0,0,1.129999995,0,0,16
8792009665,5/2/2016,916,101,0,0,0,1.169999957,0,0,16
8792009665,5/1/2016,834,79,0,0,0,1.039999962,0,0,15
8792009665,4/14/2016,853,84,0,0,0,0.7799999714,0,0,15
8792009665,4/12/2016,831,116,0,0,0,1.639999986,0,0,15
8792009665,4/13/2016,806,82,0,0,0,0.8399999738,0,0,14
8792009665,4/20/2016,744,139,10,0,0,1.74000001,0.2800000012,0,14
8792009665,5/3/2016,739,156,0,0,0,1.549999952,0,0,14
8877689391,5/12/2016,770,137,1,23,0,4.25,0.03999999911,1.820000052,15
