Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalMinutesInBed,TotalHoursAsleep,TotalHoursInBed,HoursAsleepHoursInBedDiff
7086361926,5/2/2016 12:00:00 AM,1,440,459,7.33,7.65,0.32
7086361926,5/3/2016 12:00:00 AM,1,456,461,7.60,7.68,0.08
7086361926,5/4/2016 12:00:00 AM,1,420,436,7.00,7.27,0.27
7086361926,5/6/2016 12:00:00 AM,1,322,333,5.37,5.55,0.18
7086361926,5/7/2016 12:00:00 AM,1,530,548,8.83,9.13,0.30
7086361926,5/8/2016 12:00:00 AM,1,481,510,8.02,8.50,0.48
7086361926,5/9/2016 12:00:00 AM,1,427,438,7.12,7.30,0.18
7086361926,5/11/2016 12:00:00 AM,1,451,463,7.52,7.72,0.20
7086361926,5/12/2016 12:00:00 AM,1,444,457,7.40,7.62,0.22
8053475328,4/20/2016 12:00:00 AM,1,486,493,8.10,8.22,0.12
8053475328,4/23/2016 12:00:00 AM,1,331,337,5.52,5.62,0.10
8053475328,5/7/2016 12:00:00 AM,1,74,75,1.23,1.25,0.02
8378563200,4/12/2016 12:00:00 AM,1,338,356,5.63,5.93,0.30
8378563200,4/13/2016 12:00:00 AM,2,447,487,7.45,8.12,0.67
8378563200,4/14/2016 12:00:00 AM,1,424,455,7.07,7.58,0.52
8378563200,4/15/2016 12:00:00 AM,1,513,533,8.55,8.88,0.33
8378563200,4/16/2016 12:00:00 AM,2,611,689,10.18,11.48,1.30
8378563200,4/17/2016 12:00:00 AM,2,525,591,8.75,9.85,1.10
8378563200,4/18/2016 12:00:00 AM,1,398,451,6.63,7.52,0.88
8378563200,4/19/2016 12:00:00 AM,1,387,421,6.45,7.02,0.57
8378563200,4/20/2016 12:00:00 AM,1,381,409,6.35,6.82,0.47
8378563200,4/21/2016 12:00:00 AM,1,396,417,6.60,6.95,0.35
8378563200,4/22/2016 12:00:00 AM,1,441,469,7.35,7.82,0.47
8378563200,4/23/2016 12:00:00 AM,1,565,591,9.42,9.85,0.43
8378563200,4/24/2016 12:00:00 AM,1,458,492,7.63,8.20,0.57
8378563200,4/25/2016 12:00:00 AM,1,388,402,6.47,6.70,0.23
8378563200,4/25/2016 12:00:00 AM,1,388,402,6.47,6.70,0.23
8378563200,4/26/2016 12:00:00 AM,1,550,584,9.17,9.73,0.57
8378563200,4/27/2016 12:00:00 AM,1,531,600,8.85,10.00,1.15
8378563200,4/28/2016 12:00:00 AM,1,506,556,8.43,9.27,0.83
8378563200,4/29/2016 12:00:00 AM,1,527,562,8.78,9.37,0.58
8378563200,4/30/2016 12:00:00 AM,1,468,555,7.80,9.25,1.45
8378563200,5/1/2016 12:00:00 AM,1,475,539,7.92,8.98,1.07
8378563200,5/2/2016 12:00:00 AM,1,351,385,5.85,6.42,0.57
8378563200,5/3/2016 12:00:00 AM,1,405,429,6.75,7.15,0.40
8378563200,5/4/2016 12:00:00 AM,1,441,477,7.35,7.95,0.60
8378563200,5/5/2016 12:00:00 AM,1,381,417,6.35,6.95,0.60
8378563200,5/6/2016 12:00:00 AM,1,323,355,5.38,5.92,0.53
8378563200,5/7/2016 12:00:00 AM,2,459,513,7.65,8.55,0.90
8378563200,5/8/2016 12:00:00 AM,1,545,606,9.08,10.10,1.02
8378563200,5/9/2016 12:00:00 AM,1,359,399,5.98,6.65,0.67
8378563200,5/10/2016 12:00:00 AM,1,342,391,5.70,6.52,0.82
8378563200,5/11/2016 12:00:00 AM,1,368,387,6.13,6.45,0.32
8378563200,5/12/2016 12:00:00 AM,1,496,546,8.27,9.10,0.83
8792009665,4/12/2016 12:00:00 AM,1,458,493,7.63,8.22,0.58
8792009665,4/13/2016 12:00:00 AM,1,531,552,8.85,9.20,0.35
8792009665,4/14/2016 12:00:00 AM,1,486,503,8.10,8.38,0.28
8792009665,4/15/2016 12:00:00 AM,1,363,377,6.05,6.28,0.23
8792009665,4/20/2016 12:00:00 AM,1,528,547,8.80,9.12,0.32
8792009665,4/22/2016 12:00:00 AM,1,391,407,6.52,6.78,0.27
8792009665,4/23/2016 12:00:00 AM,1,339,360,5.65,6.00,0.35
8792009665,4/27/2016 12:00:00 AM,1,423,428,7.05,7.13,0.08
8792009665,4/28/2016 12:00:00 AM,1,402,416,6.70,6.93,0.23
8792009665,4/29/2016 12:00:00 AM,1,398,406,6.63,6.77,0.13
8792009665,4/30/2016 12:00:00 AM,1,343,360,5.72,6.00,0.28
8792009665,5/1/2016 12:00:00 AM,1,503,527,8.38,8.78,0.40
8792009665,5/2/2016 12:00:00 AM,1,415,423,6.92,7.05,0.13
8792009665,5/3/2016 12:00:00 AM,1,516,545,8.60,9.08,0.48
8792009665,5/4/2016 12:00:00 AM,1,439,463,7.32,7.72,0.40
